i need to make a vacation request; how	89
for this car, what kind of gas should i use	48
how much time does it take a new card to get mailed to me	97
that is not factual	76
i'm flying delta and need to know the carry-on rules	19
what's the timezone over there	123
how late is it now in ourense	121
do you have any dogs or cats	38
please tell me where to get the w2	139
please stop it	15
share my gps with tom	110
ostensibly when is my flight going to land	42
whats the minimum payment on my electric bill	71
tell me the title of the song playing	144
what's the tax bracket for my income	117
call an uber and have it pick me up at my present location	135
what is the process for making a vacation request	89
how do you get your visa card rewards	93
if i want to direct deposit my paycheck, what info do i need	35
can you tell me how much i spent on grocery shopping recently	115
what does my commute look like	128
for the love of all that good change your accent	20
show me a hotel that has good reviews in kansas city	10
what is covered under my insurance	57
will i be able to schedule a reservation at 4 seasons in los angeles	0
agreed	149
what's the minimum due for my electric bill	71
who is your supervisor, please	147
what's my bill's minimum payment	71
where do i find my w-2 tax form	139
what was the date of my last paycheck	84
sync with my phone	116
recite my to do list	126
do i have any meetings today between 9:30 and 10:30	70
do you have a nickname	143
tell me something interesting about new york state	46
show tracking information on my replacement credit card	97
you must change your language setting to russian	22
my insurance plan is what	57
how long would the wait at the restaurant be	51
i need a pancake recipe	92
how old are you as of today	52
send me an uber now for four people and we are going to appleby's downtown	135
did i forget to put protein shakes on my shopping list	111
how many days have i taken off	91
flip coin ai	43
can you tell me how long approximate wait times are at cheesecake factory	51
my day offs history	91
i'm striving to find a 2-way flight from jfk to dtw for w to july 3	9
can you give me a chinese meal suggestion	67
how many calories are found in bagels	14
i would like to know carry-on information for delta	19
what is the correct spelling for malignant	114
help me schedule maintenance for my car	108
when should i change the tires	124
i want your volume louder	25
how old were you on your most recent birthday	52
is cleaning the garage on my to do list	126
can you please change you accent to the male british one	20
where were you born as a kid	145
use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm	101
how long to wait before dining in restaurant beta	51
what type of animal is living in your home	38
what do i do to schedule a meeting	109
call aj please	65
how are british plugs	87
i think my luggage is missing	64
i want your volume lowered	25
can you please set up a meeting for 3:00 on wednesday	109
will my debit card go bad any time soon	40
will i need an international visa to go to madagascar	61
please define erection for me	34
does canada require a visa	61
has the apr on my card changed and what is it now	4
what's the name you were given	143
i have a card that was lost i need to report	99
are french fries health or not	77
i'd like to know when my next day off is	74
what is the best way to keep my credit score from going down	53
find me a flight from philly to atl for june 5th to 8th	9
do i need to have any shots to visit chile	138
how cold is it in wisconsin today	140
do you remember where i left my cellphone	41
is my tire pressure okay on my car	125
i want you to call me a different name so can you call me charchar	24
do my car tires have enough psi in them	125
my car battery died and i need help	62
what kind of plug is used in japan	87
transfer 1000 dollars from my first national bank to my bethpage federal credit union savings	130
forget reservation at longhorn for 4	16
share my location with steve	110
i want to report fraudulent activity on my visa	98
did i put a car wash on my todo list	126
i want you to flip a coin now	43
find a recipe for hamburgers	92
assistance in rolling over my 401k	106
where do i have to be on 12/03/2019	12
track down my phone for me	41
find out why i can't log in to my bank of america account	1
stop synching to my phone	116
what other accents can you use	20
maybe it does	66
do you know any good jokes you would like to share	118
tell me the date	33
what kind of traffic can i expect on the way to church	128
when will my car need new oil	79
give me a cool fact about new orleans	46
i wonder if it would be possible to switch from apples to grapes	55
i'm seeking a full circle flight from msy to msp for w to june 7	9
my utility bill is coming due and i need a loan	83
would i be able to swap apples for grapes	55
please reserve a table for 2 at lucky's under the name melissa at 7 pm	101
call my friend aj	65
please tell me my meeting schedule	70
when was i paid most recently	84
you've been a big help	120
i want to know what the routing is for chase	107
i need some good suggestions for peruvian cuisine	67
please abort the current process	15
pocki sticks has how many calories	14
who you work for, please	147
i will now call you adam instead of your old name	21
can you help me find someone to look at my car's engine because the light is on	108
i want you to use a different accent	20
what day is my telephone bill due	8
how is my name saved	137
what can i get for 10 usd in cad	39
i'd like you to pair with my phone	116
i've forgotten my pin number for my citibank gold account	85
now, i want you to play the next song	75
when is my cell phone bill due	8
could you please reserve a table for 6 at lucille's under the name tom at 5pm	101
whisper please	146
i'm going to paris, what plug type do i need	87
is there a reservation available at ruth chris today	101
i want to call up jan	65
i want to know what the purpose of life is	68
i want to know when is the next holiday	74
set my alarm for six tomorrow morning	2
i appreciate you doing that	120
talk to me in a speedier manner from here on out	23
what appointments do i have on thursday the 14th	12
are you secretly real	5
when is the next break	74
does your family have any pets	38
what manufactures you	148
is my schedule clear with no meetings with dan today	70
who do i contact to order more checks for my td bank account	81
instruct me what to do	126
can you call michelle on the home phone	65
please add what i listen to to my lolla playlist	136
how long should i cook steak for	27
how do you say hello in japanese	131
my card is ruined and isn't working	32
how much money have i recently spent on stuff	115
tell me the meaning of hegemony	34
i'd like to book the next availability for an oil change	108
what is the average wait time to be seated for dinner at rouge	51
can you find me my phone	41
is it allow to switch apples to grapes	55
what's that song on the speaker now	144
please put a block on my us bank account immediately	45
what was the date when my car was in the shop	63
do you know where my cellphone is	41
will i have to wait a long time to receive my new credit card after i lost my old one	97
what's your opinion on the meaning of life	68
what would the routing number for chase be	107
what's the traffic like going to central park	128
read all my reminders	94
i need a list of ingredients required to make lamb stew	56
if i plan on travelling to this country, do i need a visa	61
will i need to renew my credit card soon	40
connect me with an uber	135
make my settings go back to their factory settings	100
has my purchase been delivered yet	82
what things can i do to increase my credit score	53
what will the traffic be like if i headed out to work right now	128
what hobbies do you have	141
how do you make dumplings	92
for the shopping list, order everything	80
what is your date of birth	52
was there a problem with my card yesterday	18
how can i order checks for my savings account	81
can you repeat what you said	96
were you made here	145
what would you say is the best meal to have for dinner	67
did i put vacuuming on my todo's	126
will jet blue allow more than one carry on	19
i need to know how to make a vacation request	89
can you pair with my phone	116
i want to hear what you think life's purpose is about	68
how much money have i spent on restaurants	129
what creatures do you keep for love	38
i want to know about tourist places for bangkok	134
what sort of jokes do you know	118
i need to know this car's mpg	72
i would like to get today's date	33
i will tell my bank that i will be gone from april to may to america	133
tell me please what paean means	34
i was trying to buy a chainsaw at the tractor store and they said my card was declined	18
amazon visa card is stolen	99
can you raise your speaking speed	23
how do i go about setting up paycheck direct deposit	35
let me hear something funny	118
what are the different subjects that you know	142
how much was my last transaction for	129
tell me what today's date is	33
tell me how are you	50
what are the things i wanted to recall	94
what's the chance of rain	140
list the things i wanted to remember	94
what do you think life is really about	68
i need you to stop talking	15
please tell me this month's transactions on my visa	129
look up my fico credit score	30
can you translate this name into spanish for me, please	131
how do you spell dessert	114
what gas does this car take	48
read me some different cat trivia items	46
speak french	22
how many calories are in apples	14
can you define the word schadenfreude	34
what is 89 divided by 3	11
i need a car rental this week	17
could you tell me the temperature of the ac	113
factory settings restoration	100
what kind of oil do i need for my ford truck and how can i change it	78
will i have to wait long for a table at pietro's this evening	51
show me all transactions for current statement	129
i would like to know flight dl123's status	42
i repeat cancel	15
would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm	101
what is the time in london	121
is there lettuce on my shopping list	111
give me your best joke	118
do you know why my card was declined at target i can't figure out why	18
yes, that is true for sure	149
thanks for helping me out today	120
i'm going to be in canada from october 23rd to november 2nd, so can i let my bank know	133
how long do i need to cook pot au feu for	27
what is your names	143
what things did i not want to forget	94
what date is the next day i get paid	84
what time of day is it	121
help locate my phone	41
are you from here	145
mark my calendar that i will be meeting steven on march 5	13
what kind of information do you know	142
how's the traffic to work	128
who can i call about my luggage	64
i need to update the pin number of my aaa visa	85
how good are the review for yardhouse	102
please suggest a chinese meal	67
what time of day is it in london	121
how much have i spent on groceries recently	115
can you tell me how to change my oil	78
what were those things i wanted to remember	94
thanks, i appreciate it	120
i want your name to be john	21
will my 401k carryover or not	106
what's my tax rate	117
i would like to request pto for march 2 and 3	89
please don't talk any further	15
what firm is responsible for your design	148
could you be a real person	5
what's the required fuel type for my car	48
how long should i cook carnitas for	27
can you check and see if my account's blocked	1
tell me my tax rate	117
make an order of bread because i am out	80
are there international transaction fees associated with my td bank card	60
how long has it been since the oil got changed out	63
please roll a 10 sided die and tell me what number it is	105
how long should i microwave hot pockets for	27
what's the least amount i can pay on this bill	71
i don't have any more steak, please put that on my grocery list	112
where can i find my voca account's interest rate	59
will my new credit card be here this week	97
when i should change oil	79
can you reset to factor settings	100
tell me the mpg of my vehicle	72
what is the minimum payment	71
how do i change oil on a car	78
at what point will i need to change my tires	124
how long do i need to cook tuna casserole for	27
this was a nice chat, goodbye	49
how much to wait before dining in the jack in the box at 4 pm	51
i am happy you did that for me	120
the next holiday is when	74
how long should i cook ham for	27
i want to increase my credit limit to 5000 dollars	29
my bank needs to know that i will be traveling to spain soon	133
can you tell me what i can ask the ai	142
what's the difference between usd and cad	39
move my money to the other account	130
what are my tax costs	117
how much can i buy on my discover card	28
can i call you adam instead of the current name	21
please change your accent	20
is grub burger taking reservations	0
do i need to get any shots before visiting family in seattle	138
what was your name again	143
what is the status of my purchase	82
i need to get an appointment for car maintenance	108
do i have anything scheduled for thursday the 14th	12
what do you think our purpose is in life	68
can you increase the speaker volume please	25
tell me how to make ramen	92
what day is the cable bill owed on	8
i need to send my location to my friend steve	110
what do you do in your spare time siri	141
please confirm my reservation for dinner at gusto handcrafted pasta & pizza at 6:30 pm	26
how long is the wait at applebee's	51
how's my gas mileage in citys	72
please change your language setting to spanish now	22
my card was cut by my kid	32
set this to my factory settings	100
what is the apr on my chase card	4
i need to block all transactions from going through on my citi checking account straight away	45
who is your superior, please	147
i want to know the apr on my capital one card	4
you could say my name is nick	24
can you factor x squared plus 4 x plus 4	11
thats a negative	76
tell my bank i'll be in cuba beginning the 2nd	133
can you tell me if you are a real live person	5
where do i find the interest rate for my platinum account	59
tell me the expiration date on my visa credit card please	40
please request pto for march 2 and 3	89
what is the tax rate that applies to me	117
how many birthdays have you had	52
could you book me a hotel in tampa from may 2 to may 4	10
show me all new transactions	129
no, that's wrong	76
what is the current time right now in hollywood	121
in what form is my name saved	137
are there any expected delays for flight dl123	42
why did you freeze my bank account	1
my card will work until what month	40
are you able to play beatles songs	86
will rice be ok in the fridge for 3 days	44
i want to put in an application for a line of a credit card how do i do that	73
do you think we have a higher calling	68
whats your name by the way	143
does my calendar show anything for thursday the 14th	12
i would like to try and confirm that i have a reservation at carrabbas for heather	26
how ya doin	50
i would like more checks sent to my address	81
change response language from mandarin to english	22
what is the company that made you	148
after losing a credit card, how long does it take to get a new one	97
read me the nutrional info of a bag of lay's potato chips	77
i need to know how to order checks for my bank of america account	81
how do i get to the library by foot	36
do you have a record of when i last got my car checked	63
by chance would it be possible to reserve me a hotel in afghanistan at the zoo for the 10th to the 15th	10
what is the total amount i am going to have to pay in bills this month	7
how long can i keep bison in the freezer for before it spoils	44
what steps should i follow if i lost my luggage	64
approved	149
what do you find fun	141
what is the length of time it takes a new card to get mailed to me	97
how do i check my rewards for my capital one card	104
i need to know what time it is	121
how much is $1 usd in euros	39
i would like to know what my income is	54
please add alarms at 430am and 1030am	2
don't sync to my phone anymore	116
where would i find my w-2	139
i am jason	24
roll that dice	105
what date will it be 9 days from now	33
i would like to know the limit for my credit	28
do you work for another individual	147
please search for necessary ingredients included in meatballs	56
i need my savings account placed under a block as soon as possible	45
what time am i meeting with john	70
is butter a substitute for oil	55
please spell doctor	114
can you set a 30 second timer	122
cancel that reservation for 8 at barney's	16
how do i know if my milk is expired	44
my luggage is missing	64
i'd like alarms set for 11am and 132pm	2
can you look for a denver international to new york international round trip flight for the 5th though 8th	9
move 100 dollars from my savings to my checking	130
has my visa card application been approved yet	3
use your whisper voice	146
tell me how to make changes to my insurance policy	58
my card seems to not work because its blemished	32
it was a pleasure talking to you, goodbye now	49
what is that tune	144
how many calories are in a donut hole	14
secure us a meeting room for 9am on friday	109
could you tell me the amount owed on gas and electric	7
what date do i have to pay the phone bill on	8
let my bank know i'm going to be in russia for a month	133
i know that is true	149
please set me an alarm	2
i need a flight from denver international to new york international round trip for the 4th though the 8th	9
what do i do if i lost my luggage	64
what song is playing right now	144
i was wondering what age you are	52
change language please	22
what is the gas mileage on a ford falcon	72
for peppercorn steak, what ingredients do i need	56
what do i get paid	54
how to spell: dessert	114
about how long does it usually take a new card to get mailed to me	97
i need this song title	144
i'd like to know my minimum payment please	71
i want to restore your factory settings	100
pay my cable bill directly from my checking account	83
please call me tom	24
do you own a cat or do you own a dog	38
what and when is the next holiday	74
what is the interest rate on my auto loan	59
how do i set up direct deposit for my fifth third account	35
i need to know what ingredients are in a french baguette	56
what is life's purpose	68
is there any way to change the date of my oil change	108
make a switch to whisper mode	146
please put a block on my wells fargo account immediately	45
find out of grub burger takes reservations	0
how long do we have to wait at the restaurant	51
could you tell me my bill's minimum payment	71
is there heavy traffic on the way to the city	128
what is on my to do list	94
read my reminder list to me please	94
how do i locate my credit rating	30
give me my gps coordinates	31
on the 22nd of this month, we need to clear our calendar so we can leave it open for mark to visit	13
do you know how much i pay in taxes	117
i need to know why my credit card transaction was declined	18
can you set a reminder for the current time tommorow	95
what holiday is coming up	74
when is my cards end month	40
what to do if i lost my luggage	64
my card was damaged by bleach	32
i'm not sure how to jump start a car; can you help me	62
what am i allowed to ask you	142
can i apply for a paypal master card	73
i don't have butter can i use oil	55
find hotels in baltimore that have positive reviews	10
yup, that's true	149
how many vacation and sick days have i taken	91
my card is impaired and i can't use it	32
who is the person responsible for creating you	148
i want a new pin on my card of private client account	85
what's my current credit score	30
flip me a coin	43
are there any videos on how to repair my credit score	53
when was the last time my car was serviced	63
can i order checks online for my checking account	81
why can't i log into my bank account	1
can you find the exact address for where i am currently	31
how long is the wait at chipotle tonight	51
i need what ingredients for meatloaf	56
do you know the song on the speaker right now	144
what is the best way to insure that my credit score doesn't decrease	53
check my tires' air levels please	125
what do you do as a hobby	141
when's my next paycheck coming in	84
roll the dice now	105
my account appears to be blocked and i don't know why	1
does ruth chris in charlotte allow you to make a reservation	0
can you send my exact location to laura	110
how to jump start a car	62
what do i need to do to apply for a visa card	73
can you get me a car rental for march 1st to 3rd in seattle, and i'd like a sedan if possible	17
what is this place	31
send message to carl, you suck	119
is vacuuming on my todo list	126
an unauthorized transactions has been made on my gap card and i need to report it	98
how do i check my rewards for my target card	104
order a disney gift card in the amount of five hundred dollars from costco	80
do you have any restaurant recommendations	103
can you get uber for two people going to 27 moss lane	135
i broke my card scraping snow off the windshield	32
i'm thankful for your help	120
i need you to roll a dice that has six sides and tell me what it lands on	105
allow me to turn on the lights	101
how many mpg does my car get	72
in 4 days, what date will it be	33
which electrical plug type should i bring with me to finland	87
in spanish, meet me tomorrow is said how	131
how much is in my pnc account	6
who is your supervisor	147
how much am i taxed each year	117
where do you want to eat tonight	103
what number of vacation days do i have available	88
my account appears to be blocked but i have no idea why that could be	1
what's 100 dollars in euros	39
make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse	101
please use a male voice	20
can you tell me the square root of pi	11
what octaine is recommended for this car	48
tell me if you can help pay a bill	83
can i sub ketchup for mustard	55
is there a minimum amount accepted	71
can i use pepper instead of salt	55
from now on, refer to me as chuck	24
could you set up a timer for me	122
please add onto my phone	116
how much interest am i getting in my citibank savings	59
how can i find the current interest rate for my account ending in 9012	59
would you let me know today's date	33
how can i say thank you very much in chinese	131
do you know the expiration date that is on my visa card	40
how much have i spent on make up recently	115
how safe is it to travel to guatemala right now and are there any alerts	132
change back to factory settings	100
weather forecast please	140
find out where i can schedule to get my car's tires checked	108
please respond to me in english from now on	22
wassup	50
flip a coin, i choose heads	43
i want a text sent to bob saying i will be late	119
abort it	15
who should i call for a w2	139
i want to confirm friday's reservation at 2:00	26
i need 2000 to go to my chase checking from my mellon bank savings account	130
tell me about your hobbies	141
what can i ask the ai	142
what is the limit on my victoria's secret card	28
did i make a note on my todo list to mop the bathroom floor	126
target declined my card and i don't know why	18
i need to do laundry later today	127
i want your volume decreased please	25
did i put cutting the grass on my todo list	126
did i add salt to my shopping list	111
i would like to try and confirm that i have a reservation at chili's for bart	26
what was said	96
could be there be a good amount of money in my checking account to go on a vacation	6
what time does my flight board	42
would it be accurate to call you a bot	5
how much money do i have in my pnc account	6
when should i change these tires	124
pay a bill!	83
how long should i cook pho for	27
connect with my phone	116
what time should i leave this in the oven	27
how is the traffic on rt 5 towards my work , community bank	128
if i use my card in england will it cost me extra	60
how many miles per gallon does my amc rambler get	72
i would like you to roll a dice	105
what did you just ask	96
how do i set up a meeting	109
how do i get to new york by bus	36
can i safely travel to france or is it dangerous	132
is there a way to roll over my 401k	106
can you assist me on my fradulent activity on my chase card	98
how is it going my friend	50
how are the reviews for mcdonald's	102
do i have to get a shot for travel to taiwan	138
i dont want to hear this song, just play the next one	75
how many days off have i used	91
how is the word umbrella spelled	114
which hobbies do you like	141
where do i redeem my credit card points	93
must i have shots before i take a trip to canada	138
what's the best place to visit in arizona	134
what type of fuel should i get for mainly city driving	48
set up whisper mode	146
i think there has been a fraud on my black visa card, can i report it	98
tell me something interesting about lake tahoe	46
how much did i spend on bills last month	115
increase my credit limit	29
how bad is the traffic on the way to downtown	128
can you suggest a few credit cards that have good rewards points	73
i need a recipe for chicken cordon bleu	92
what are popular mountains to hike in arizona	134
can you play the song that sounds like thun thun thun	86
when do we have free day	74
is butter ok to use instead of oil	55
what is the boarding time for my upcoming flight	42
is it normal to use mayo instead of cheese	55
is pepper a replacement for salt	55
what is my expiration data for my card	40
what's the limit for my credit	28
tell me if boston restaurant has good reviews	102
what date will it be 6 days from now	33
the timer should have 10 minutes set to it	122
am i able to put in a pto request for may 6 to may 18	89
can you tell me what kind of gas this car uses	48
what's the weather today	140
can you please request pto for march 2 and 3	89
remind me to write that letter	95
link up my paycheck for direct deposit to my account at chase	35
i am requesting pto for march 2 and 3	89
hey siri, please cancel my reservation at the loft for 5	16
how many points on my chase unlimited card	104
what year were you born in	52
get me a meeting room for 9am on friday	109
time in manhattan	121
roll a 6 sided dice	105
where will i find my w-2	139
check the status of my credit card application please	3
can you help me switch insurance plans	58
is it going to rain tomorrow	140
would you be classified as a bot	5
please spell the word umbrella	114
what is the least i can pay on my mortgage bill	71
i'm looking for assistance booking a rental car in las vegas	17
please speak faster	23
send mike my exact location	110
what is my card's apr and is it good	4
make an eft to my savings from my checking account	130
please play me the song that starts out with doo doo doo	86
what is the process to schedule a meeting	109
check if my vacation time has been approved	90
i want to see transactions from this month	129
can you find the expiration date and tell me what it is that is on my visa credit card	40
how can i build my credit score	53
what insurance plan do i have	57
where do i get w2 form	139
for my visa what's my reward balance	104
what kind of things can i ask the ai	142
how much do i have to pay on my amazon card this month	7
i want to figure out how to do an oil change on my car	78
how much gas do you have will you make it to jackson	47
can you hook up a meeting for 3:00 on wednesday	109
what's the humidity today	140
what month does my card close	40
text joe	119
i accidentally shredded my card	32
recipe for traditional roast beef and gravy	92
remind me of how days i had off so far for the year	91
thanks for helping me	120
do you have any idea why my account may be blocked	1
what number of vacation days do i have at my disposal	88
refer to me as nick	24
farewell	49
how long until my milk expires	44
can you subract 36 from 5	11
can i make a reservation at chima steakhouse in chicago	0
what time is it in france	121
where can i find the nearest dollar store	36
when will my car next be due to get its tires changed	124
text mollie saying 'i am on my way	119
how many carry ons can i take with spirit, going to tampa	19
who is responsible for your design	148
does my capital one credit card have international transaction fees	60
can you read the things on my shopping list	111
submit full payment to chase for my visa bill	83
i'm out of laundry detergent so will you put that on my shopping list	112
i don't have any idea	66
due to getting a new job i need assistance with my 401k rollover	106
how many mpg does an equinox get	72
what is the apr on my american express	4
what kind of interest am i getting from my bank of america checking	59
couldn't tell you	66
can you please turn your volume down	25
i need a new credit card, show me suggestions	73
what place do you come from	145
how can i request my credit score	30
make your name jake	21
can you tell me how much money i have i my bank accounts	6
how high is my credit score	30
who are you manufactured by	148
how much gas does my car currently have	47
i want you to skip past this song to the next track	75
i need an italian dinner idea	67
what exactly is your name	143
i would really like to know if i can go on vacation	90
call aj now	65
what is the name of the song playing right now	144
can you please whisper	146
when is my kaiser bill due	8
share my location with google	110
this is a true statement	149
i need to change my account	20
can you reserve a hotel for myself a hotel in afghanistan at the zoo for the 10th to the 15th	10
i'd like to add this song to my relaxation playlist	136
what is the traffic like on the road to downtown dallas	128
how to use credit card points	93
thank you for chatting with me, bye	49
in australia what outlet type do they use	87
i need to cancel my reservation for new york to xai varanda	16
i need to know where to get w2	139
what types of things can i ask the ai	142
do you have my name programmed	137
do you have any funny jokes	118
i need to transfer one thousand dollars to my savings account from my checking	130
i need a table for 3 at 5pm at andrea's steakhouse under wheeler	101
how much do you start at	54
where's my w-2 tax form	139
would you mind telling me how much i have spent recently on grocery shopping	115
give my location to stan	110
how much psi is in my car tires	125
look up the status of my time off request	90
i'd like to call you alex	21
when will i get my replacement card	97
has my purchase arrived yet	82
i need to switch insurance plans	58
can you change your name to fred	21
does my american express card have any international transaction fees	60
tell me the nutrional info of a regular banana	77
what's your name if i may ask	143
where can i get the form for my taxes	139
can you tell me delta's carry on policy	19
what can i buy with credit card points	93
tell me all about the meaning of life	68
where are you from before you got here	145
suggest a meal from thailand please	67
i just used my final check order more	81
can you tell me the status of my card's apr	4
what shots do i need before going to africa	138
when did i last get my car serviced	63
please schedule a meeting room for 9am on friday	109
tell me how to get new insurance	58
how to spell doctor	114
how many days have i used	91
how can i rent a ride in alaska from march 5th to march 18th	17
what do i have on my todo list	126
create alarms for 8 pm and 9 pm	2
help me find my phone please	41
does this car take regular or diesel fuel	48
set an alarm for 235pm and another an hour later	2
how long is the drive to the closest gas station	37
move a dollar from my checkings to my savings	130
teach me how to jump start my car	62
tell my bank that i'm travelling to france in 2 days	133
how long do i need to cook lasagne for	27
did my order get here yet	82
what categories of questions can you answer	142
find instructions on baking lemon cake	92
move over to the female voice	20
the timer is calculated for 10 minutes	122
who are you employed by, please	147
how long is the wait time at olive garden currently	51
i need to book a hotel room or suite for 2 adults and 2 children in orlando for july 1st through 5th	10
recall the things i wanted to remember	94
is cleaning the outside windows on my todo list	126
when do i get my next day off	74
i need some recommendations for fun tourist activities in washington, dc	134
what are my recent purchases	129
tell me the highest amount i can spend on my discover card	28
can you tell me the ratings for yardhouse	102
when am i paid or how often	84
do you know the temperature of the ac	113
give recommendations for thai food	67
does my new bank card have any international transaction fees	60
create a new timer	122
my card is messed up from carding my door	32
what is the date of my next scheduled dentist appointment	12
how is my insurance coverage	57
did i remember to add milk to my shopping list	111
i'm looking for a back and forth flight from lax to portland for w to sunday	9
what question did you just ask me	96
do you have any funny jokes you can tell	118
how do i check my rewards for my maurices card	104
how many grams of sodium are in potato chips	77
are shots required before traveling to brazil	138
roll a 10 sided dice	105
i wanna flip a coin	43
i am on main street now, where is the closest bus stop to me	36
call back my mom please	65
what is the tire pressure of the car	125
what is the minimum payment due on my visa	71
explain to me how do i get new insurance	58
change this song it sucks so bad	75
how do i jump start a bad battery	62
in what year were you born	52
find me an uber to downtown	135
when can i commute my tires next	124
how many ounces is 2 and half cups	69
i just used my last check and need more now	81
schedule a monday meeting with sam at 1 pm	109
tell me the easiest way to set up direct deposit of my paycheck to my chase account	35
please tell me if you are a bot	5
please put a block on my discover account immediately	45
what types of pets do you keep	38
what's a fun fact about axolotls	46
whats the amount of interest i'm paying on my mortgage	59
i'd like to augment my workout playlist with this tune	136
do i have options on how to improve my credit score	53
special thanks to you	120
are there any travel alerts for antarctica	132
what reservations are available for 3 people at the xenophobe	101
call aj	65
can you repeat that please	96
what topics can you answer questions on	142
what are some good itialian restaurants in north salem	103
please let me know how my credit card application is going	3
what is my kohls card's rewards balance	104
what will help my credit score	53
i want to hear jokes about toddlers	118
do you have any good ways to make tomato soup	92
which one i don't know either i guess	66
can you verify the doors are locked	113
i would really like to know if my capital one credit card have international transaction fees	60
do you have animal companions	38
my card is scuffed up and won't work	32
procedure to change oil in car	78
how much is due on the gas bill	7
in what status is my credit card application currently in	3
i want to cancel my reservation for network to xaga such	16
what's the method for requesting a vacation	89
i have credit card points, how do i redeem them	93
change to factory settings	100
what is the current tune	144
do you know my work income	54
tell me my name	137
when could i get my tires changed next	124
where are you originally from before coming here	145
how can i change car oil	78
tell me chase's routing number	107
no, that is invalid	76
i think i lost my luggage	64
don't connect to my phone anymore	116
i need to know when to change oil	79
can you give me my gps coordinates	31
under the name zebee book a reservation at the xenophobe for 3	101
would you let me know what date it will be in 3 days	33
which time zone is germany is in	123
it looks like my account is blocked but i have no clue why	1
how many calories are in mashed potatoes	14
i need to make a reminder	95
is the timezone there different	123
confirm my friday reservation at 2:00	26
give me a cool fact about lsd	46
can you set up alarms for one in the afternoon and ten at night	2
what are some good ethiopian restaurants in queens	103
i would like to cancel my reservation for nenuco's restaurant to x- tapas	16
can you help me figure out my pin number for my visa account	85
do i need a visa if i go there	61
what is the nutritional info for kraft mac 'n' cheese	77
what do i get taxed at my income level	117
inform me of the calorie content of vanilla ice cream	14
can i modify the apples for grapes	55
please note that i will be travelling internationally soon	133
the statement is true	149
i want to report fraud on my american express	98
what's the mpg of my car	72
in what month does my credit card expire	40
do you posses any types of pets	38
do you have hobbies	141
will you respond to adam instead of the current name	21
can you help me rent a car in las vegas	17
what is the remaining time until we are at our destination	37
who you work for	147
when should change oil tell me please	79
tell me the date it will be 5 days from now	33
what's the best restaurant in arizona for pizza	134
what did i do with my phone	41
is joey my name	137
was the order delivered	82
if i go to brazil, do i need to get an international visa	61
what company designed you	148
switch back to factory settings	100
how much have i spent on shoes recently	115
how can i make changes for my insurance policy	58
do you have an age	52
you know the reservation i have on 2:00 friday i confirm it	26
cash in my credit card rewards	93
what's the equivalent of 1 cup to pounds	69
pair with phone	116
where are you from oroginally	145
what was that question again	96
what are you capable of answering	142
how've you been	50
my card was rejected at shakey's and i am wondering why	18
help with credit card points	93
my vehicle needs what kind of fuel	48
how do i check my rewards for my chase card	104
remove my todo list	127
when do i need to change my motor oil	79
what timezone is honolulu in	123
perhaps	66
how does my card's apr compare to others	4
can you tell me how changes on my insurance policy can be made	58
change to a new accent please	20
how much country of canada money would i get for $100	39
what kind of fuel does my car use	48
could you book me an appointment for an oil change	108
schedule an uber to pick me up at home in an hour	135
is my day open for march 4th 2019	12
tell me when i should change me oil	79
i was just at target and they declined my card and i can't understand why	18
what's my total earnings	54
name a few good steakhouses in chicago	103
i want to hear something hilarious	118
where do i rent a car in las vegas from november 16th to december 16th	17
tires should be changed when	124
i need to arrange an appointment to have my car's tires examined	108
how do i say thank you in spanish	131
shopping list	111
there's something fishy on my card, report it	98
latitude and longitude please	31
i have lost my phone	41
i'm telling you this is a true statement	149
what do you go by	143
what do my bills look like for amazon and netflix	7
what plug does colombia use	87
will getting a credit card help my credit score	53
which type of pet would you rather possess, a cat or a dog	38
what happened to my cellphone	41
i just put steaks on the grill remind me to check them at the right time	95
i need a spider fact	46
i want to apply for a new credit card	73
what does distinguish mean	34
i broke my card trying to do a magic trick	32
can you roll a dice with 8 sides	105
hell nah	76
check my calendar for march 4th 2019, please	12
do you work for a different person	147
how many weeks of vacation do i have	88
would you say you are a bot	5
who formed thou	148
can you give me some fun suggestions for tourists to check out in las vegas, please	134
i need to report a stolen card	99
stop calling me charlie and from now on always call me chip	24
add what i listen to to my car ride playlist	136
check my shopping list	111
do i have more than $100 in my pnc account	6
peace out!	49
where is the closest subway entrance to me to go to brooklyn	36
what is my plan for the day	94
are you able to call me by my name	137
wipe my todo list please	127
when will the clothes i ordered online arrive	82
how long would it take to get to mcdonald's in houston	37
how much money do i make at my job	54
will you please tell me my to do list	126
your name please	143
how do i make shrimp	92
i need kilograms to milligrams	69
can i get some funds to pay my utility bill	83
i need a flight from denver international to new york for under 700 on the 3rd	9
tell me my phone's location	41
how long until my oil needs to be changed	79
who has the best credit card offering for a college student	73
i was at walmart trying to buy toilet paper and my card got declined	18
when does my oil need to be changed	79
how much vacation have i earned	88
what types of furry companions do you have	38
what's the name of the song playing right now	144
i need to know how much 100 dollars is worth in euros	39
i want you to turn the tv on	113
hello	50
share with current location with ben	110
help me find the chase routing number	107
how's the traffic looking if i headed to fred meyer	128
